Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,popularity_class
109630,0zu6VMCOb3ZrvbiCRUIDab,Deborah de Luca,I Go Out,I Go Out - 2020 Rework,53,380624,False,0.755,0.777,6,-6.724,1,0.053,0.00734,0.177,0.0978,0.0931,128.015,4,techno,2
90351,507IFqPuG8mBQoKebfGG9t,Little Richard,Here's Little Richard (Deluxe Edition),Long Tall Sally (The Thing),64,127426,False,0.474,0.608,5,-5.139,1,0.0825,0.755,0.0,0.0928,0.888,184.694,4,rock-n-roll,3
35082,20Mxqxf2u0Q6gNteDiViGm,Brisa Star,Como Eu Quero,Como Eu Quero,49,201038,False,0.616,0.901,0,-2.357,1,0.0283,0.107,4.53e-06,0.273,0.812,153.975,4,forro,2
11349,4F1AgKpuFRMLEgtPETVwZk,The Beatles,Help! (Remastered),You've Got To Hide Your Love Away - Remastered 2009,65,129120,False,0.398,0.392,7,-9.05,1,0.0282,0.207,0.0,0.102,0.378,184.267,3,british,3
80103,7tbzfR8ZvZzJEzy6v0d6el,Ritviz,Dev,Liggi,68,181176,False,0.786,0.667,5,-8.272,1,0.054,0.0112,0.053,0.074,0.688,102.046,4,pop-film,3
51659,12V0iduYsoXxsQYTSeFB2H,Jass Manak,Age 19,Viah,59,162441,False,0.533,0.757,7,-6.73,0,0.0453,0.00733,0.0,0.111,0.358,169.975,4,hip-hop,3
15017,2MJz8BxxMsERULatmBikDH,Pink Sweat$,PINK PLANET,At My Worst,76,170344,False,0.813,0.415,0,-5.926,1,0.0349,0.777,0.0,0.131,0.667,91.921,4,chill,4
57107,6kxaaIeowajN7w21PfMLbu,Halsey,So Good,So Good,77,176058,False,0.576,0.627,3,-4.649,0,0.0449,0.0385,0.0,0.181,0.311,164.998,4,indie,4
3665,4FxeY2UZeP3kpdBPbpGggN,The 1975,Being Funny In A Foreign Language,Wintering,70,165457,False,0.643,0.882,11,-5.431,1,0.0808,0.363,5.53e-05,0.28,0.941,159.996,4,alternative,4
102554,6iN8NWFMRqsOexKaLMNaGo,Anupam Roy,Ekla Cholo Re,Ekla Cholo Re,39,270040,False,0.535,0.236,3,-11.673,1,0.0383,0.912,2.78e-05,0.108,0.306,127.344,3,songwriter,1
31521,3rb0tMq42WfggucPm0HHkA,MEDUZA;James Carter;Elley Duhé;FAST BOY,Bad Memories (feat. Elley Duhé & FAST BOY),Bad Memories (feat. Elley Duhé & FAST BOY),85,148629,False,0.607,0.767,5,-6.069,0,0.0474,0.118,0.0,0.122,0.662,123.998,3,electro,4
77752,6KvptoDIpcEw0wfRKbn5CL,Arlindo Cruz,Batuques do Meu Lugar (Ao Vivo),Agora Viu Que Perdeu e Chora - Ao Vivo,43,258906,False,0.51,0.861,11,-7.989,0,0.0541,0.334,9.56e-05,0.95,0.904,87.573,4,pagode,1
36012,0Cp85ha3RN0FDytbku8nzq,Feder;Lyse,Goodbye (feat. Lyse) [Slow Version],Goodbye (feat. Lyse) - Slow Version,60,185173,False,0.764,0.683,1,-5.658,0,0.0715,0.173,0.842,0.117,0.141,92.654,4,french,3
61124,34EggPJUYZ980F3aUlHHnp,Nogizaka46,夏のFree&Easy Type-D,僕が行かなきゃ誰が行くんだ?,28,262573,False,0.542,0.924,8,-5.206,1,0.0639,0.0258,0.0,0.17,0.398,154.124,4,j-idol,1
64867,7FzPmvCXC8CqwP9AkIkPA9,Frida Ånnevik,Det jeg vil ha (fra deg),Det jeg vil ha (fra deg),40,203263,False,0.486,0.268,8,-11.527,1,0.0313,0.882,7.81e-05,0.103,0.213,109.216,4,jazz,1
22859,0DpNNwOcvYQcGdGNezAPN8,Children Of Bodom,Follow The Reaper,Hate Me,43,284733,True,0.444,0.977,2,-3.492,1,0.0605,7.66e-05,0.417,0.103,0.413,93.98,4,death-metal,1
110150,0XMl0fVTh3PyPlwyJTn33n,KVSH;Schillist;Ray X Ben,Be Someone,Be Someone,69,166005,True,0.711,0.722,2,-8.438,1,0.202,0.101,1.26e-05,0.628,0.398,120.058,4,trance,4
86875,4mvlERMC6Bfc7F5Gx5qfyn,Nuket,On maantiellä mittaa,Kun vielä nuori olla voi,37,215880,False,0.302,0.818,11,-9.134,1,0.0478,0.0398,0.0,0.227,0.615,171.284,4,punk,1
106106,5VRXsiG9SmI3znIWtcp4FQ,Tove Lo,Dirt Femme,Suburbia,65,199071,False,0.61,0.555,6,-8.349,0,0.067,0.0839,0.0461,0.144,0.286,166.007,4,swedish,3
101203,5t2EOrgbyupZmjFUROk1E0,Ethan Beckett,Life From Above,Life From Above,65,145610,False,0.144,0.0142,7,-36.019,1,0.0471,0.938,0.699,0.101,0.0332,138.625,4,sleep,3
70375,4sZDrNBr9EsEvoOj7Z9Gr7,Jonathan Lee,山丘,山丘,47,405800,False,0.591,0.604,3,-8.625,1,0.0766,0.358,1.89e-05,0.0748,0.23,141.94,4,mandopop,2
103872,1vMGIZbIkpaLSagdF2ygcV,NEIL FRANCES,Music Sounds Better with You,Music Sounds Better with You,70,198305,False,0.927,0.525,8,-8.256,0,0.0667,0.274,0.238,0.0672,0.778,118.023,4,soul,4
9985,49cP1TSysfYkF5UOKF6evN,PG,Eu Sou Livre,Eu Vou Passar pela Cruz,44,306596,False,0.345,0.659,0,-5.271,1,0.0351,0.209,0.0,0.966,0.201,80.689,4,brazil,2
23865,6ggAYREO7PlFwI2vbOG3dp,Alle Farben;Graham Candy,Synesthesia,She Moves,57,197346,False,0.833,0.497,7,-7.876,1,0.0739,0.291,0.000893,0.0954,0.627,116.98,4,deep-house,2
4458,0FqUMEzL1NKcjzalZauz1u,James Heather,Stories From Far Away On Piano,Ruqia,53,74690,False,0.404,0.141,7,-23.148,0,0.0542,0.987,0.758,0.118,0.037,113.903,4,ambient,2
37404,61dCUoMCg28qEBzrW6htYM,Clean Bandit;Jess Glynne,New Eyes,Rather Be (feat. Jess Glynne),72,227833,False,0.799,0.586,11,-6.735,1,0.0377,0.162,2.03e-06,0.193,0.549,120.97,4,funk,4
45146,4Im0speRB37D00RNeKpMk3,Los Tres Caballeros,RCA 100 Anos De Musica - Segunda Parte (40 Diferentes Grandes Trios - Unica E Inigualable Coleccion),El Preso Número 9,30,186013,False,0.611,0.436,2,-6.819,0,0.0505,0.859,6.94e-06,0.0994,0.573,123.499,3,guitar,1
32319,3rI6J22xq3t8RDpxIOBo1C,Four Tet,Parallel,Parallel 6,55,306970,False,0.711,0.635,4,-13.168,0,0.0537,0.66,0.96,0.194,0.646,124.034,4,electronic,2
92541,6EuRU9AoOj1xgVme6YNBv8,The Playtones,Rock 'n Roll Dance Party,Dagny,27,201573,False,0.659,0.793,0,-6.971,1,0.0553,0.673,6.56e-06,0.128,0.961,158.31,4,rockabilly,1
41044,3vq7aH5bBDHGg2szzHUdUw,Type O Negative,Post-Millennial Noise,I Don't Wanna Be Me,0,308826,False,0.473,0.977,8,-8.651,0,0.15,0.0243,0.604,0.0931,0.0449,100.552,4,goth,1
33090,2E43WFS4rRc09za2r2GmZl,Fall Out Boy,Save Rock And Roll,My Songs Know What You Did In The Dark (Light Em Up),73,186826,False,0.558,0.924,9,-4.341,0,0.064,0.0271,3.32e-06,0.537,0.567,151.99,4,emo,4
63904,1MFLgJxf4vcLxXubNlJE54,Fujifabric,I Love You,楽園,48,225560,False,0.566,0.826,2,-5.086,1,0.0732,0.00457,1.97e-06,0.0949,0.443,97.937,4,j-rock,2
17002,6HJiKaPc4LYPczBFGSMBFs,Jay Dunham,I Got Summer On My Mind,I Got Summer On My Mind,65,188160,False,0.807,0.835,9,-6.849,0,0.0631,0.00148,0.527,0.233,0.349,124.979,4,club,3
89852,3f5lA8nnc4YYF1qf78WpHw,Anuel AA;Romeo Santos,Ella Quiere Beber (Remix),Ella Quiere Beber - Remix,76,219357,False,0.75,0.665,8,-3.083,1,0.124,0.265,0.0,0.0515,0.697,95.239,4,reggaeton,4
8560,2IdwQxhJn9ZE4zIotcCefR,Etta James,At Last!,Stormy Weather,65,187666,False,0.262,0.356,0,-8.031,0,0.0303,0.613,0.0,0.175,0.426,174.176,3,blues,3
112381,3d6O6X0g6uLFao75MVby0Q,Ferdi Tayfur,Zengin Olursam,Ayrılacağım,42,232600,False,0.521,0.517,7,-10.936,1,0.277,0.194,0.00392,0.203,0.493,167.563,4,turkish,1
86566,2AX5E86cn9n2dgioZEjirI,The Stranglers,La Folie,Golden Brown,71,206760,False,0.562,0.383,6,-15.474,1,0.0304,0.143,0.124,0.138,0.599,93.764,3,punk,4
24721,7pSRJ4nkvPMlNWkJWmJqTy,Aux 88,AUX 88,Lost In Space Mixdown,7,234689,False,0.843,0.453,10,-11.488,0,0.0657,0.000403,0.837,0.0602,0.568,140.023,4,detroit-techno,1
426,6xMm545wcSYbhNFB2Jr2EP,Boyce Avenue,Wonderful Tonight,Wonderful Tonight,52,220507,False,0.671,0.299,7,-10.582,1,0.0284,0.753,1.71e-06,0.0975,0.286,95.008,4,acoustic,2
91141,0nNIpB8Rq3HTTE1ULbtFKs,Fleetwood Mac,80's,Everywhere - 2018 Remaster,0,223253,False,0.74,0.465,4,-10.85,1,0.0325,0.253,0.0107,0.0927,0.682,114.957,4,rock,1
81150,09mEdoA6zrmBPgTEN5qXmN,The Weeknd,"My Dear Melancholy,",Call Out My Name,89,228373,False,0.461,0.593,1,-4.954,1,0.0356,0.17,0.0,0.307,0.175,134.17,3,pop,4
82654,6DeGhcWbG8uu79VkIuPDNa,ShitKid,Oh Please Be A Cocky Cool Kid,Oh Please Be A Cocky Cool Kid,21,120372,False,0.43,0.901,0,-3.447,1,0.0788,8.33e-06,0.0,0.0919,0.467,200.49,4,power-pop,1
86477,3X9D8xFPRNIWKSonfedpsZ,O Surto,O Surto - Equalizando As Ideias,O Veneno,41,190266,False,0.505,0.922,5,-3.403,1,0.0783,0.0491,0.0,0.0934,0.446,154.46,4,punk,1
8524,3LbtSM3RFD0mLCoQlO43Xy,Lebrado,Try Me,I'm Missin' You Babe,37,278680,False,0.73,0.592,7,-7.864,1,0.0412,0.000776,1.58e-06,0.0361,0.938,97.998,4,blues,1
41316,0oowQpk4wIPkoDet0zuNOs,Slowgold,Kärlek,Kärlek,26,265865,False,0.399,0.523,7,-10.289,1,0.0264,0.105,0.253,0.695,0.548,148.346,4,goth,1
14168,69RK9YNtva3wGdPVVvI5kP,Smart Books,Toddler Songs 45,Skidamarink,54,93101,False,0.86,0.479,7,-6.505,1,0.0357,0.464,7.22e-05,0.0803,0.84,109.907,4,children,2
97404,1ZB3pjR7MdkIBbBzz4Fg9C,Loubet,Made in Roça (Ao Vivo),"Muié, Chapéu e Butina - Ao Vivo",47,187595,False,0.668,0.819,5,-5.859,1,0.117,0.284,0.0,0.967,0.796,171.911,4,sertanejo,2
72142,0ds5MDAFjVNd5E2HDKLjAb,Bad Omens,THE DEATH OF PEACE OF MIND,Nowhere To Go,63,246774,True,0.417,0.958,7,-3.418,1,0.139,0.000738,0.0,0.173,0.458,174.089,4,metalcore,3
37953,3NGT0Td7H4Is1qrlDQJxma,Ice Cube;Das EFX,Bootlegs And B-Sides,Check Yo Self - Remix,71,273106,True,0.934,0.735,1,-6.668,1,0.251,0.031,8.6e-06,0.107,0.768,101.368,4,funk,4
6234,16yev7Mp70hgyvOazm7fiK,Primordial,Redemption at the Puritan's Hand,No Grave Deep Enough,19,430800,False,0.327,0.944,2,-7.274,1,0.0591,0.000567,0.00395,0.0719,0.167,122.999,4,black-metal,1
35946,6pUyqnRJmPdC4hiejMQtGS,Calcinha Preta,CP 25 Anos (Ao Vivo em Aracaju),Hoje à Noite - Ao Vivo,39,218266,False,0.437,0.811,1,-4.173,1,0.0449,0.179,4.23e-06,0.477,0.448,175.855,4,forro,1
37400,1ofhfV90EnYhEr7Un2fWiv,2Pac;Talent,Greatest Hits,Changes,73,268826,True,0.865,0.665,7,-6.289,1,0.073,0.0453,0.0,0.224,0.331,111.113,4,funk,4
82850,48sJGpBLqQTs0sZ2ImHJof,Nada Surf,High/Low,Popular,57,220586,False,0.444,0.884,7,-6.104,1,0.119,0.00751,8.94e-05,0.116,0.296,94.82,4,power-pop,2
73779,7cdOgo4JpRjBZLQvEqDxxA,AKA AKA;Thalstroem;Chasing Kurt;Junge Junge,True Remixes,True - Junge Junge Radio Edit,18,212214,False,0.837,0.638,7,-9.358,1,0.128,0.00751,0.0732,0.0919,0.467,121.006,4,minimal-techno,1
99971,1FzXRK8g8TxVdL8UjSWaRC,Delaney Bailey,Finish Line,Finish Line,62,158048,False,0.488,0.175,2,-16.332,1,0.0334,0.655,0.0111,0.33,0.192,109.192,5,singer-songwriter,3
55508,2wopaZn4bijSHJHOi8eICq,Ritviz,Ved,Barso,49,257142,False,0.537,0.829,2,-6.831,1,0.0318,0.0268,0.00715,0.124,0.0383,140.047,4,indian,2
14671,07hfCnDt94FR9LWrHtuTUd,The Kiboomers,Top 30 Baby Songs,Baa Baa Black Sheep,41,117800,False,0.704,0.236,10,-9.814,1,0.0307,0.925,2.47e-06,0.121,0.722,104.996,4,children,1
81408,3uL1IBFhg52VcQqOwAG01E,Arijit Singh;Chinmayi,2 States,Mast Magan,69,280161,False,0.659,0.774,7,-7.014,1,0.0372,0.606,0.000333,0.185,0.883,82.995,4,pop,4
85443,73lIldE4SbKxglgJXiQ7cd,Matanza,Música para Beber e Brigar,Maldito Hippie Sujo,40,176400,False,0.378,0.991,9,-2.897,1,0.0779,0.00526,0.0,0.371,0.754,164.969,4,punk-rock,1
65585,2FasYCxo2yAPDnIkoRp7SS,Anuradha Paudwal;Kumar Sanu,Dil Hai Ke Manta Nahin,Dil Hai Ki Manta Nahin,50,372293,False,0.499,0.534,8,-9.081,1,0.0316,0.877,0.00282,0.195,0.717,117.524,4,k-pop,2
86459,5ZdzNVOmCSp5HFLk0EgvJS,The All-American Rejects,Move Along,Dirty Little Secret,66,193653,False,0.469,0.955,10,-4.253,1,0.0432,0.000343,1.35e-06,0.548,0.462,143.853,4,punk,3
57055,5FVd6KXrgO9B3JPmC8OPst,Arctic Monkeys,AM,Do I Wanna Know?,88,272394,False,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,4,indie,4
61944,42EtEyM7X9XNbwKUo8TEKR,BiS,Brand-new idol Society,this is not a love song,19,228187,False,0.389,0.941,8,-2.073,1,0.069,0.00178,0.0121,0.0752,0.258,180.112,4,j-idol,1
51003,3UhmuWcFaLS3AO3kI9ynQ2,AP Dhillon;Shinda Kahlon;Gurinder Gill;Gminxr,Insane,Insane,77,206060,False,0.796,0.572,8,-7.03,0,0.0545,0.416,2.55e-05,0.0975,0.304,98.967,4,hip-hop,4
2869,4yffABDkB5A9flvr9vQFck,The Black Keys,Brothers (Deluxe Remastered Anniversary Edition),Howlin' for You,66,191956,False,0.725,0.747,11,-5.545,1,0.0876,0.0272,0.0468,0.104,0.38,132.921,4,alt-rock,3
12267,3QmHhKig8pvqdLv44kL7M9,Prudence Liew,經典系列 劉美君 - 公子多情,公子多情,23,202386,False,0.52,0.35,7,-11.57,0,0.0254,0.822,4.3e-05,0.111,0.478,81.012,4,cantopop,1
3363,1Vej0qeQ3ioKwpI6FUbRv1,Linkin Park,Hybrid Theory (Bonus Edition),Papercut,75,184866,False,0.524,0.939,9,-3.994,1,0.113,0.00022,0.0,0.623,0.661,150.184,4,alternative,4
73562,0wx7ZtHC12OTHIWW9hJafV,Dirty Doering,Euch die Uhren uns die Zeit,If I Could I Would,40,439664,False,0.893,0.543,4,-13.06,0,0.0864,0.173,0.907,0.0806,0.104,117.992,4,minimal-techno,1
36209,6mW2IiQDrp66AUjCsRu6Kg,The Blaze,Dancehall,Places,58,214826,False,0.771,0.448,2,-9.513,1,0.0446,0.493,0.708,0.108,0.0364,99.994,4,french,3
58155,5fDj1YVNR04RtQNP4iYapO,Death Grips,No Love Deep Web,No Love,53,303693,True,0.547,0.884,8,-1.452,1,0.366,0.0221,1.33e-06,0.0662,0.608,146.75,3,industrial,2
102412,5pUrlEGxrzuC2PzjcqBFRA,Ashwin Adwani,Phir Bekhabar,Phir Bekhabar,38,197304,False,0.678,0.479,9,-8.03,1,0.0312,0.402,0.0,0.2,0.619,92.532,4,songwriter,1
30922,6LHXb1sGs72iTmpSr0603b,Martin Garrix;Breathe Carolina,Something,Something,63,163124,False,0.556,0.939,11,-5.99,1,0.039,0.00245,0.915,0.121,0.152,127.992,4,edm,3
48004,1zzxoZVylsna2BQB65Ppcb,DMX,The Definition Of X: Pick Of The Litter,X Gon' Give It To Ya,74,217586,True,0.761,0.899,10,-3.09,0,0.183,0.0135,0.0,0.0719,0.673,95.027,4,hardcore,4
84935,09nZ9ZDWq1rTkmM3WjvMvF,The Kinks,The Anthology 1964 - 1971,You Really Got Me - Remastered,55,134066,False,0.588,0.948,8,-4.073,1,0.0974,0.147,7.92e-05,0.0787,0.962,137.294,4,psych-rock,2
29158,7egj375ez0KtF3bYCfAHdZ,ILLENIUM;Bahari,Crashing (feat. Bahari),Crashing (feat. Bahari),49,230000,False,0.582,0.681,5,-6.138,1,0.0458,0.342,0.0,0.186,0.273,95.995,4,dubstep,2
8775,0OBwxFLu6Yj61s2OagYbgY,ZZ Top,Eliminator,Gimme All Your Lovin',71,241080,False,0.63,0.788,5,-6.7,1,0.0298,0.00322,0.0237,0.0883,0.63,120.059,4,blues,4
33714,31tqdc6hO91Byv18aRLhNE,Trick James,Nightmare Hills,Suicide Letter 2,55,177606,True,0.709,0.604,4,-9.048,0,0.405,0.623,0.0,0.547,0.584,82.999,4,emo,2
20158,0nrRP2bk19rLc0orkWPQk2,Avicii,True,Wake Me Up,85,247426,False,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,4,dance,4
104563,0q26YkYooQjbNyNXzGcHGP,Miss Caffeina,Detroit,Mira cómo vuelo,55,189360,False,0.598,0.886,4,-5.607,1,0.0342,0.00121,0.0627,0.545,0.766,145.006,4,spanish,2
90307,0VYhyWRfiiJQ5WRm3EOczU,The New Seekers,The Albums 1970-73,I'd Like To Teach The World To Sing (In Perfect Harmony),57,142533,False,0.507,0.478,11,-10.726,1,0.0308,0.712,0.0,0.182,0.885,134.603,4,rock-n-roll,2
73154,1Ou1g6tCGdwp2SFnNyfZXw,Marc Romboy;Stephan Bodzin;Adriatique,Atlas (Remixes),Atlas - Adriatique Remix,47,377738,False,0.767,0.688,6,-9.108,0,0.0496,0.00177,0.875,0.0644,0.036,124.002,4,minimal-techno,2
98217,03GBiorLGTk7T4IScIl4jj,SIX,Six: The Musical (Studio Cast Recording),Ex-Wives,64,350218,False,0.703,0.443,0,-9.601,0,0.0862,0.0499,0.0,0.338,0.367,136.647,4,show-tunes,3
89917,3zUtuSPwyqKElkqfnJj3X2,Becky G,NO MIENTEN,NO MIENTEN,63,147395,False,0.957,0.766,9,-4.567,1,0.223,0.108,0.00186,0.116,0.515,128.019,4,reggaeton,3
23092,0RmVOYcLjUN0ZHTLmRxIf8,Klangkuenstler;Alice Phoebe Lou,Man on the Moon,Man on the Moon - Miguel Campbell Remix,45,348520,False,0.901,0.3,0,-10.822,1,0.0525,0.00346,0.0467,0.0853,0.76,121.99,4,deep-house,2
